PG.ProteinGroups,PG.ProteinAccessions,PG.Genes,PG.Organisms,PG.ProteinDescriptions,[1] 07172024_300SPD_5cmIO_JW_50ngMix1_Rep1.raw.PG.MS2Quantity,[2] 07172024_300SPD_5cmIO_JW_50ngMix1_Rep2.raw.PG.MS2Quantity,[3] 07172024_300SPD_5cmIO_JW_50ngMix1_Rep3.raw.PG.MS2Quantity,[4] 07172024_300SPD_5cmIO_JW_50ngMix2_Rep1.raw.PG.MS2Quantity,[5] 07172024_300SPD_5cmIO_JW_50ngMix2_Rep2.raw.PG.MS2Quantity,[6] 07172024_300SPD_5cmIO_JW_50ngMix2_Rep3.raw.PG.MS2Quantity,[7] 07172024_300SPD_5cmIO_JW_50ngMix3_Rep1.raw.PG.MS2Quantity,[8] 07172024_300SPD_5cmIO_JW_50ngMix3_Rep2.raw.PG.MS2Quantity,[9] 07172024_300SPD_5cmIO_JW_50ngMix3_Rep3.raw.PG.MS2Quantity,[10] 07172024_300SPD_5cmIO_JW_50ngMix4_Rep1.raw.PG.MS2Quantity,[11] 07172024_300SPD_5cmIO_JW_50ngMix4_Rep2.raw.PG.MS2Quantity,[12] 07172024_300SPD_5cmIO_JW_50ngMix4_Rep3.raw.PG.MS2Quantity,[13] 07172024_300SPD_5cmIO_JW_50ngMix5_Rep1.raw.PG.MS2Quantity,[14] 07172024_300SPD_5cmIO_JW_50ngMix5_Rep2.raw.PG.MS2Quantity,[15] 07172024_300SPD_5cmIO_JW_50ngMix5_Rep3.raw.PG.MS2Quantity
A0A075B6G3;A0A087WV90;A0A5H1ZRP7;A0A5H1ZRP8;A0A5H1ZRP9;A0A5H1ZRQ1;A0A5H1ZRQ8;A0A7P0T8I2;A0A7P0Z4P7;A0A804HJY0;A0A804HKR4;H0Y304;P11532,A0A075B6G3;A0A087WV90;A0A5H1ZRP7;A0A5H1ZRP8;A0A5H1ZRP9;A0A5H1ZRQ1;A0A5H1ZRQ8;A0A7P0T8I2;A0A7P0Z4P7;A0A804HJY0;A0A804HKR4;H0Y304;P11532,DMD,Homo sapiens,Dystrophin;Dystrophin;Dystrophin;Dystrophin;Dystrophin;Dystrophin;Dystrophin;Dystrophin;Dystrophin;Dystrophin;Dystrophin;Dystrophin (Fragment);Dystrophin,302.7542419433594,283.1881103515625,331.6590270996094,318.2059326171875,272.4849853515625,290.4028015136719,293.84881591796875,319.0098571777344,342.8116760253906,386.5345153808594,331.3854675292969,304.87017822265625,311.3970642089844,326.8663635253906,327.4495849609375
A0A075B6H4;A0A7I2V3N1;A0A7I2V456;A0A7I2V574;Q9H8E8,A0A075B6H4;A0A7I2V3N1;A0A7I2V456;A0A7I2V574;Q9H8E8,KAT14,Homo sapiens,Cysteine-rich protein 2-binding protein;Lysine acetyltransferase 14;Lysine acetyltransferase 14;Lysine acetyltransferase 14;Cysteine-rich protein 2-binding protein,23.266555786132812,15.92593002319336,8.923652648925781,7.001945972442627,NaN,4.196419715881348,2.6928727626800537,5.603837490081787,NaN,8.81978988647461,NaN,21.520898818969727,14.438488960266113,12.916592597961426,26.665634155273438
A0A075B6T1;Q9C0C7,A0A075B6T1;Q9C0C7,AMBRA1,Homo sapiens,Autophagy and beclin 1 regulator 1;Activating molecule in BECN1-regulated autophagy protein 1,NaN,80.13655853271484,113.73150634765625,170.84921264648438,128.5737762451172,NaN,469.9863586425781,102.12074279785156,116.84268188476562,61.85824966430664,NaN,108.40682983398438,101.99021911621094,138.3282470703125,73.6928939819336
A0A075B6T4;Q9NVX7,A0A075B6T4;Q9NVX7,KBTBD4,Homo sapiens,Kelch repeat and BTB domain containing 4;Kelch repeat and BTB domain-containing protein 4,35.3053092956543,44.47930145263672,46.01480484008789,51.53493881225586,59.164520263671875,62.59443283081055,61.59949493408203,52.17826843261719,76.53711700439453,61.84891891479492,53.817413330078125,71.1268539428711,56.34758377075195,49.6593132019043,77.00138854980469
A0A075B716;H0YN73;H0YN88;H3BNC9;P08708,A0A075B716;H0YN73;H0YN88;H3BNC9;P08708,RPS17;RPS17;RPS17;;RPS17,Homo sapiens,40S ribosomal protein S17;40S ribosomal protein S17 (Fragment);40S ribosomal protein S17;40S ribosomal protein S17;40S ribosomal protein S17,4881.1875,5110.44677734375,5076.86572265625,5085.61572265625,5125.56494140625,5122.4580078125,4736.5595703125,4565.1318359375,4892.01318359375,4942.73388671875,5224.5791015625,4839.53759765625,4932.84423828125,4997.6064453125,4907.220703125
A0A075B730;P58107,A0A075B730;P58107,EPPK1,Homo sapiens,Epiplakin 1;Epiplakin,416.98370361328125,425.96746826171875,439.21588134765625,449.45684814453125,436.15130615234375,443.30712890625,437.4518127441406,393.3138427734375,395.1124572753906,474.7171936035156,435.9837951660156,432.6624450683594,398.177001953125,408.7869873046875,438.4300231933594
A0A075B752;B4DTF2;Q5VT79,A0A075B752;B4DTF2;Q5VT79,ANXA8L1,Homo sapiens,Annexin;Annexin;Annexin A8-like protein 1,553.7444458007812,451.3847351074219,453.8437805175781,481.90362548828125,574.3164672851562,386.1679992675781,515.5864868164062,427.3346252441406,445.31292724609375,396.9253234863281,484.4286193847656,445.2262878417969,378.88555908203125,509.7471618652344,530.880126953125
A0A075B7A1;M0QXX5;M0R0E9;M0R344;Q9NRA0,A0A075B7A1;M0QXX5;M0R0E9;M0R344;Q9NRA0,SPHK2,Homo sapiens,Sphingosine kinase 2;Sphingosine kinase 2 (Fragment);Sphingosine kinase 2;Sphingosine kinase 2;Sphingosine kinase 2,NaN,20.531309127807617,8.750391006469727,15.57105827331543,NaN,35.07411193847656,6.893386363983154,17.970516204833984,13.876258850097656,17.749622344970703,NaN,NaN,NaN,14.153655052185059,13.426440238952637
A0A075B7C0;A0A0C4DGQ5;K7EIV0;K7EM73;P04632,A0A075B7C0;A0A0C4DGQ5;K7EIV0;K7EM73;P04632,CAPNS1,Homo sapiens,Calpain small subunit 1 (Fragment);Calpain small subunit 1;Calpain small subunit 1 (Fragment);Calpain small subunit 1 (Fragment);Calpain small subunit 1,585.2188110351562,600.3038330078125,594.5924682617188,484.35992431640625,476.48211669921875,441.607177734375,428.92315673828125,396.0207824707031,454.18896484375,649.0635986328125,606.36376953125,619.0064086914062,597.834228515625,605.2222290039062,604.223876953125
A0A087WT20;Q9NV06,A0A087WT20;Q9NV06,DCAF13,Homo sapiens,DDB1- and CUL4-associated factor 13,338.9207458496094,365.2371520996094,408.7484130859375,380.766357421875,417.42144775390625,329.2959899902344,402.2532958984375,381.4896240234375,350.06103515625,365.8204650878906,362.77166748046875,362.04656982421875,395.0958557128906,402.81732177734375,403.22393798828125
A0A087WT38;Q96I51,A0A087WT38;Q96I51,RCC1L,Homo sapiens,RCC1 like (Fragment);RCC1-like G exchanging factor-like protein,75.06401824951172,84.54216766357422,54.29393768310547,58.1226921081543,80.47596740722656,66.59166717529297,74.07731628417969,44.974552154541016,79.31622314453125,82.54071807861328,59.746795654296875,61.787803649902344,77.02176666259766,96.43939208984375,70.25421905517578
A0A087WT44;P30519,A0A087WT44;P30519,HMOX2,Homo sapiens,heme oxygenase (biliverdin-producing);Heme oxygenase 2,557.2935791015625,524.0514526367188,559.0029296875,497.6752624511719,594.9690551757812,461.0624084472656,599.0236206054688,554.1255493164062,594.1754760742188,500.1275939941406,549.0919189453125,549.1666259765625,488.3979187011719,519.2252197265625,551.62548828125
A0A087WT78;A0A7P0TAE1;A0A7P0TAT8;H0YIV0;P14625,A0A087WT78;A0A7P0TAE1;A0A7P0TAT8;H0YIV0;P14625,HSP90B1,Homo sapiens,Heat shock protein 90 beta family member 1;Heat shock protein 90 beta family member 1;Heat shock protein 90 beta family member 1;Heat shock protein 90 beta family member 1;Endoplasmin,23459.263671875,22777.142578125,23195.96484375,22991.064453125,22018.92578125,22669.408203125,22228.36328125,23617.416015625,23139.77734375,23754.236328125,23772.05078125,25597.84765625,22107.48046875,22779.052734375,22647.48828125
A0A087WT87;A0A087X0U3;A0A7P0TAG7;P43003,A0A087WT87;A0A087X0U3;A0A7P0TAG7;P43003,SLC1A3,Homo sapiens,Amino acid transporter;Amino acid transporter;Amino acid transporter;Excitatory amino acid transporter 1,84.1698989868164,59.00178146362305,72.20843505859375,60.759056091308594,82.10860443115234,72.29252624511719,65.65054321289062,78.50945281982422,78.1969223022461,77.27206420898438,79.29279327392578,77.03089904785156,81.89398956298828,83.5826644897461,68.63595581054688
A0A087WT95;P49753;Q86TX2,A0A087WT95;P49753;Q86TX2,ACOT2;ACOT2;ACOT1,Homo sapiens,"Acyl-CoA thioesterase 2;Acyl-coenzyme A thioesterase 2, mitochondrial;Acyl-coenzyme A thioesterase 1",788.9290771484375,822.9530029296875,770.6530151367188,655.5567626953125,761.1444091796875,727.0089721679688,834.6680908203125,783.405029296875,728.2966918945312,767.2088623046875,767.1898193359375,685.4656372070312,785.4072265625,781.75341796875,671.204345703125
A0A087WT99;Q9H0W9,A0A087WT99;Q9H0W9,C11orf54,Homo sapiens,Chromosome 11 open reading frame 54;Ester hydrolase C11orf54,214.8446807861328,211.4868927001953,122.3143310546875,NaN,131.0967254638672,138.7567901611328,279.0462951660156,209.91404724121094,117.72163391113281,NaN,NaN,NaN,185.2230682373047,151.91819763183594,189.9278106689453
A0A087WTA1;A0A0A0MR20;A0A590UJB1;E9PDN6;F5H107;Q9C0A0,A0A087WTA1;A0A0A0MR20;A0A590UJB1;E9PDN6;F5H107;Q9C0A0,CNTNAP4;CNTNAP4;;CNTNAP4;CNTNAP4;CNTNAP4,Homo sapiens,Contactin associated protein family member 4;Contactin associated protein family member 4;Contactin-associated protein-like 4;Contactin associated protein family member 4;Contactin associated protein family member 4;Contactin-associated protein-like 4,5290.2353515625,5440.87548828125,5356.67626953125,4991.55908203125,4904.4462890625,5333.6181640625,5226.03125,4827.70361328125,4929.31982421875,5031.8291015625,5292.0703125,5272.81591796875,5032.38330078125,5279.12890625,4851.75244140625
A0A087WTJ9;Q8IWV7,A0A087WTJ9;Q8IWV7,UBR1,Homo sapiens,E3 ubiquitin-protein ligase;E3 ubiquitin-protein ligase UBR1,157.08009338378906,157.92491149902344,115.84835052490234,164.92747497558594,125.46491241455078,141.6748504638672,141.1102752685547,146.1571044921875,137.0134735107422,142.69644165039062,172.17218017578125,144.5810546875,132.05545043945312,147.0068817138672,121.44550323486328
A0A087WTL4;A0A087WX97;Q9BXK5,A0A087WTL4;A0A087WX97;Q9BXK5,BCL2L13,Homo sapiens,BCL2 like 13;BCL2 like 13;Bcl-2-like protein 13,193.9741973876953,201.38088989257812,177.5418243408203,264.4402770996094,232.95388793945312,183.6052703857422,202.19577026367188,122.12449645996094,244.79029846191406,114.74883270263672,217.4004364013672,199.90655517578125,193.70066833496094,181.5782012939453,218.75357055664062
A0A087WTM5;H7BYJ1;Q969K3,A0A087WTM5;H7BYJ1;Q969K3,RNF34,Homo sapiens,Ring finger protein 34;Ring finger protein 34;E3 ubiquitin-protein ligase RNF34,27.371599197387695,32.12576675415039,35.086517333984375,52.32160186767578,26.702680587768555,34.360443115234375,40.036277770996094,44.15702438354492,37.575565338134766,42.20188903808594,56.57799530029297,56.02354049682617,20.002872467041016,27.536375045776367,38.69096374511719
A0A087WTN9;P13928,A0A087WTN9;P13928,ANXA8,Homo sapiens,Annexin;Annexin A8,257.3477783203125,214.92233276367188,189.4488067626953,111.8433609008789,301.66571044921875,229.17193603515625,258.8655700683594,312.1470642089844,108.14375305175781,256.06866455078125,263.35614013671875,311.1383056640625,235.3934783935547,265.861083984375,190.42796325683594
A0A087WTT9;A0A087WX43;A0A096LNJ4;A0A096LPI3;A0A1B0GVW6;D6RE84;Q9NP73,A0A087WTT9;A0A087WX43;A0A096LNJ4;A0A096LPI3;A0A1B0GVW6;D6RE84;Q9NP73,ALG13,Homo sapiens,N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase;N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase;N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase;ALG13 UDP-N-acetylglucosaminyltransferase subunit;ALG13 UDP-N-acetylglucosaminyltransferase subunit;N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase;Putative bifunctional UDP-N-acetylglucosamine transferase and deubiquitinase ALG13,88.1228256225586,73.01805877685547,112.30177307128906,102.56716918945312,84.84928894042969,105.90312194824219,108.92589569091797,94.65242767333984,109.51712036132812,60.064537048339844,116.8772964477539,99.31134796142578,90.03182983398438,82.97244262695312,124.91925811767578
A0A087WTU3;Q9Y6I9,A0A087WTU3;Q9Y6I9,TEX264,Homo sapiens,"Testis expressed 264, ER-phagy receptor;Testis-expressed protein 264",169.78981018066406,206.68687438964844,183.0605926513672,236.350830078125,188.00521850585938,194.6290283203125,230.04766845703125,145.29647827148438,179.44064331054688,84.9596939086914,231.88258361816406,170.6454315185547,214.9649658203125,207.28443908691406,236.84329223632812
A0A087WTV1;A0A2R8Y362;A0A2R8Y5R1;A0A2R8Y690;A0A2R8YD49;A0A2R8YDU7;A0A2R8YEX0;A0A2R8YFT0;A0A2R8YG53;A0A2R8YG59;A0A2R8YG95;E7ET92;Q9H1P3,A0A087WTV1;A0A2R8Y362;A0A2R8Y5R1;A0A2R8Y690;A0A2R8YD49;A0A2R8YDU7;A0A2R8YEX0;A0A2R8YFT0;A0A2R8YG53;A0A2R8YG59;A0A2R8YG95;E7ET92;Q9H1P3,OSBPL2,Homo sapiens,Oxysterol binding protein like 2 (Fragment);Oxysterol-binding protein (Fragment);Oxysterol-binding protein;Oxysterol-binding protein;Oxysterol-binding protein;Oxysterol-binding protein;Oxysterol-binding protein;Oxysterol-binding protein;Oxysterol binding protein like 2 (Fragment);Oxysterol-binding protein;Oxysterol-binding protein;Oxysterol-binding protein;Oxysterol-binding protein-related protein 2,87.68309783935547,91.31945037841797,108.191162109375,NaN,150.4636993408203,127.69536590576172,108.26021575927734,84.3868179321289,164.73777770996094,106.64166259765625,117.13947296142578,89.65006256103516,132.54356384277344,145.76429748535156,134.3966827392578
A0A087WTV6;Q96C36,A0A087WTV6;Q96C36,PYCR2,Homo sapiens,pyrroline-5-carboxylate reductase;Pyrroline-5-carboxylate reductase 2,158.7080841064453,142.89639282226562,172.49234008789062,171.5231475830078,196.23904418945312,161.83676147460938,225.19398498535156,181.49752807617188,202.3707733154297,151.90330505371094,148.16319274902344,147.93856811523438,168.0563507080078,192.75823974609375,141.77764892578125
A0A087WTW0;A0A087WVR3;Q96T88,A0A087WTW0;A0A087WVR3;Q96T88,UHRF1,Homo sapiens,E3 ubiquitin-protein ligase UHRF;E3 ubiquitin-protein ligase UHRF;E3 ubiquitin-protein ligase UHRF1,617.776123046875,619.7872314453125,599.1206665039062,659.3920288085938,611.505126953125,623.1728515625,639.7314453125,591.2993774414062,642.1481323242188,624.06103515625,537.0851440429688,526.0867309570312,612.1879272460938,589.2034912109375,590.4099731445312
A0A087WTW5;Q9UKL3,A0A087WTW5;Q9UKL3,CASP8AP2,Homo sapiens,Caspase 8 associated protein 2 (Fragment);CASP8-associated protein 2,13.801941871643066,26.401748657226562,NaN,NaN,18.016067504882812,29.871112823486328,31.52789878845215,25.131263732910156,22.965097427368164,24.75273323059082,NaN,NaN,12.674721717834473,NaN,45.23703384399414
A0A087WTZ3;A0A087WVC0;A0A087WX16;A0A087WZ62;A0A087WZY8;Q9H6U8,A0A087WTZ3;A0A087WVC0;A0A087WX16;A0A087WZ62;A0A087WZY8;Q9H6U8,ALG9;ALG9;ALG9;;ALG9;ALG9,Homo sapiens,"ALG9 alpha-1,2-mannosyltransferase;Mannosyltransferase;ALG9 alpha-1,2-mannosyltransferase;Mannosyltransferase;Mannosyltransferase;Alpha-1,2-mannosyltransferase ALG9",44.190711975097656,NaN,49.278785705566406,55.89347457885742,69.39973449707031,NaN,69.06788635253906,29.081295013427734,79.4143295288086,42.31145095825195,61.17159652709961,NaN,39.262603759765625,65.07030487060547,41.560691833496094
A0A087WTZ5;E9PJ81;E9PRQ7;Q04323,A0A087WTZ5;E9PJ81;E9PRQ7;Q04323,UBXN1,Homo sapiens,UBX domain protein 1;UBX domain protein 1 (Fragment);UBX domain protein 1;UBX domain-containing protein 1,897.2987060546875,1615.1834716796875,1295.6944580078125,1436.436279296875,1231.997314453125,1326.949462890625,1325.862548828125,974.4578857421875,1364.58154296875,1592.229736328125,1734.4525146484375,1721.109619140625,1440.238037109375,1166.1595458984375,1432.6280517578125
A0A087WU03,A0A087WU03,HNRNPDL,Homo sapiens,Heterogeneous nuclear ribonucleoprotein D like,164.74754333496094,123.63228607177734,165.56356811523438,105.15614318847656,110.16726684570312,129.6125030517578,101.37255859375,73.57939910888672,77.17288970947266,194.82569885253906,157.59463500976562,90.6939697265625,145.3544464111328,147.3570556640625,146.37632751464844
A0A087WU28;A0A0B4J2C1;M0R176;Q4U2R6,A0A087WU28;A0A0B4J2C1;M0R176;Q4U2R6,MRPL51,Homo sapiens,"39S ribosomal protein L51, mitochondrial (Fragment);39S ribosomal protein L51, mitochondrial;39S ribosomal protein L51, mitochondrial;39S ribosomal protein L51, mitochondrial",209.42147827148438,266.9761657714844,245.63331604003906,199.2662353515625,252.30393981933594,215.55201721191406,347.05029296875,217.221923828125,220.21771240234375,NaN,239.0809783935547,NaN,278.8854675292969,213.09866333007812,347.9983825683594
A0A087WU53;A0A8I5KY62;A0A8I5KYH1;Q9H0U3,A0A087WU53;A0A8I5KY62;A0A8I5KYH1;Q9H0U3,MAGT1,Homo sapiens,Magnesium transporter 1;Magnesium transporter 1;Magnesium transporter 1;Magnesium transporter protein 1,251.63592529296875,258.25103759765625,260.484130859375,197.5784149169922,196.5906982421875,211.97763061523438,206.1209259033203,189.793701171875,200.590576171875,196.16331481933594,237.153076171875,229.42137145996094,213.45855712890625,225.82887268066406,194.8533477783203
A0A087WUB9;Q8WYA6,A0A087WUB9;Q8WYA6,CTNNBL1,Homo sapiens,Catenin beta like 1;Beta-catenin-like protein 1,161.0926971435547,114.94117736816406,160.90696716308594,182.778076171875,172.68106079101562,189.7943878173828,182.18942260742188,196.30270385742188,183.292236328125,134.17001342773438,106.3603286743164,133.01502990722656,161.39694213867188,140.42489624023438,159.2803955078125
A0A087WUE4;A0A0G2JNN3;C9JMY0;Q96PV6,A0A087WUE4;A0A0G2JNN3;C9JMY0;Q96PV6,LENG8,Homo sapiens,Leukocyte receptor cluster member 8;Leukocyte receptor cluster member 8 (Fragment);Leukocyte receptor cluster member 8;Leukocyte receptor cluster member 8,101.7482681274414,70.70616149902344,97.21612548828125,53.35457992553711,76.71925354003906,76.07756042480469,63.12732696533203,83.84712982177734,92.73124694824219,97.00090026855469,49.95232009887695,92.67618560791016,90.79935455322266,91.55426025390625,94.83113861083984
A0A087WUF3;K7EIU8;Q13485,A0A087WUF3;K7EIU8;Q13485,SMAD4,Homo sapiens,Mothers against decapentaplegic homolog;Mothers against decapentaplegic homolog;Mothers against decapentaplegic homolog 4,170.6062774658203,168.35858154296875,153.4892578125,267.9600524902344,196.67138671875,221.66705322265625,254.4642333984375,169.9199676513672,167.20596313476562,138.33749389648438,189.79428100585938,85.3260498046875,147.59417724609375,261.3939208984375,191.58729553222656
